trade_direction,nl_company,netherlands_cn8,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
Export (NL seller),Victron Energy B.V.,27011210,270112,7,"Coal; bituminous, whether or not pulverised, but not agglomerated",MARKS5463,Netherlands,Jordan,Jordan,7,2016,10,2016-10,2016-10-02,20161012,20161012,export,1,287057.5,10128.02,kg,KG,Victron Energy B.V.,[in full dataset],Almere,,www.victronenergy.com,[in full dataset],Y,THE FUTURE OF AQABA FOR RECRUITING TALENT,[in full dataset],Al 'Aqabah,,,,Y,Victron Energy B.V.,[in full dataset],,23000.5,23000.5,Rotterdam,Main Container Port,Al 'Aqabah,1,1,28.75,MSC OSCAR,IMO4910799,PA,V717,113,MAEU,MBL,ONEY560777157,HLCU811366168,GESU1132767,40HC,DRY,GP,FCL,CFS/CFS,Yusen Logistics,9304.69
Import (NL buyer),Huisdiervoordeelshop 3 B.V.,90181400,901814,9,"Medical, surgical instruments and appliances; scintigraphic apparatus",MARKS2514,Malaysia,Netherlands,Netherlands,6,2020,2,2020-02,2020-02-18,20200211,20200211,import,1,10204984.06,28919.16,kg,KG,PANTAI MEDICAL CENTRE SDN. BHD.,[in full dataset],Kuala Lumpur,,www.pantai.com.my,[in full dataset],Y,Huisdiervoordeelshop 3 B.V.,[in full dataset],Zwolle,,www.huisdiervoordeelshop.nl,[in full dataset],Y,PANTAI MEDICAL CENTRE SDN. BHD.,[in full dataset],,20503.4,20503.4,Penang,Rotterdam,Zwolle,1,1,25.63,MOL TRIUMPH,IMO4715302,LR,V992,310,APLU,HBL,MSCU656262159,YMLU310139475,CAIU3843928,20GP,TANK,GP,LCL,CFS/CFS,Sinotrans,26490.89
Export (NL seller),Wood Investments B.V.,38273200,382732,9,"Mixtures containing halogenated methane, ethane, propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, not chlorofluorocarbons (CFCs); containing substances of subheadings 2903.71 to 2903.75",MARKS4480,Netherlands,Chile,Chile,8,2023,7,2023-07,2023-07-21,20230711,20230711,export,1,604559.72,1647.45,kg,KG,Wood Investments B.V.,[in full dataset],Groningen,,,,Y,Copec S.A.,[in full dataset],SANTIAGO,,www.copec.cl,[in full dataset],N,Wood Investments B.V.,[in full dataset],,7942,7942,Amsterdam,San Antonio,SANTIAGO,1,1,9.93,MOL TRIUMPH,IMO6936634,PA,V784,18,MSCU,MBL,CMDU616997167,ONEY878695401,MSCU4597744,40HC,DRY,GP,FCL,CY/CFS,Expeditors,1533.17
Export (NL seller),GREEN ENERGY GROUP B.V.,27012000,270120,6,"Briquettes, ovoids and similar solid fuels; manufactured from coal",MARKS5405,Netherlands,Hungary,Hungary,6,2025,10,2025-10,2025-10-03,20251014,20251014,import,1,3918427.62,428.19,kg,KG,GREEN ENERGY GROUP B.V.,[in full dataset],Amsterdam,,,,Y,Premier Energy Wind 158 Kft.,[in full dataset],Budapest,,,,Y,GREEN ENERGY GROUP B.V.,[in full dataset],,21468.8,21468.8,Amsterdam,Budapest (inland),Budapest,1,1,26.84,YM WARRANTY,IMO1597448,LR,V373,688,ZIMU,MBL,COSU265365779,CMDU311812323,TGHU6671765,40HC,DRY,RF,FCL,CY/CY,DSV,401.51
Import (NL buyer),Loyens & Loeff Singapore Services B.V.,87164000,871640,5,Trailers and semi-trailers; n.e.c. in item no. 8716.3,MARKS5092,Malaysia,Netherlands,Netherlands,9,2024,1,2024-01,2024-01-08,20240112,20240112,export,1,1122909.98,3122.16,kg,KG,DOMESTIQ CYCLES SDN. BHD.,[in full dataset],Kuala Lumpur,,,,Y,Loyens & Loeff Singapore Services B.V.,[in full dataset],Amsterdam,,www.loyensloeff.com,[in full dataset],Y,DOMESTIQ CYCLES SDN. BHD.,[in full dataset],,19662.7,19662.7,Penang,Amsterdam,Amsterdam,1,1,24.58,CSCL GLOBE,IMO6007113,PA,V620,361,ZIMU,HBL,MSCU356991728,COSU725549305,TGHU8411728,20GP,OPEN TOP,GP,FCL,CY/CY,Nippon Express,2718.69
Export (NL seller),Mooijer-Volendam B.V.,03028150,030281,9,"Fish; fresh or chilled, dogfish and other sharks, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",MARKS4098,Netherlands,Panama,Panama,8,2017,1,2017-01,2017-01-20,20170115,20170115,export,1,64991.64,14133.99,kg,KG,Mooijer-Volendam B.V.,[in full dataset],Volendam,,www.mooijer.nl,[in full dataset],Y,"Panama Ports Company, S.A.",[in full dataset],Panama,,www.ppc.com.pa,[in full dataset],Y,Mooijer-Volendam B.V.,[in full dataset],,8412.6,8412.6,Rotterdam,Main Container Port,Panama,1,1,10.52,HMM ALGECIRAS,IMO5254380,LR,V686,808,YMLU,SWB,COSU241487353,EGLV779894996,GESU7189362,40HC,TANK,GP,FCL,CY/CFS,Bollore Logistics,13262.3
Export (NL seller),LR Health & Beauty Systems B.V.,30042000,300420,7,"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale",MARKS3025,Netherlands,Egypt,Egypt,7,2015,6,2015-06,2015-06-07,20150621,20150621,export,1,11873491.67,811.9,kg,KG,LR Health & Beauty Systems B.V.,[in full dataset],Oisterwijk,,,,Y,CHEMIPHARM LIMITED,[in full dataset],Giza,,www.chemipharm.com,[in full dataset],Y,LR Health & Beauty Systems B.V.,[in full dataset],,1130.5,1130.5,Amsterdam,Alexandria,Giza,1,1,1.41,BARZAN,IMO2720937,LR,V997,126,OOLU,MBL,COSU710238770,YMLU408446499,FCIU1178477,40GP,FLAT RACK,GP,FCL,CFS/CFS,Bollore Logistics,735.12
Export (NL seller),AZ Pelagic Fisheries B.V.,03032300,030323,5,"Fish; frozen, tilapias (Oreochromis spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",MARKS5729,Netherlands,Kenya,Kenya,5,2017,12,2017-12,2017-12-09,20171212,20171212,export,1,1630.99,1866.78,kg,KG,AZ Pelagic Fisheries B.V.,[in full dataset],'s-Gravenhage,,www.wvanderzwan.nl,[in full dataset],Y,CINCH MARKETS LIMITED,[in full dataset],Nairobi,,www.cinchmarkets.com,[in full dataset],Y,AZ Pelagic Fisheries B.V.,[in full dataset],,17969.5,17969.5,Amsterdam,Main Container Port,Nairobi,1,1,22.46,ONE APUS,IMO3488206,LR,V317,228,ONEY,MBL,MAEU333757910,COSU374155969,BMOU9073172,40HC,FLAT RACK,GP,LCL,CY/CY,Sinotrans,1630.99
Export (NL seller),E-Mobility Energy B.V.,27081000,270810,6,Pitch; obtained from coal tar or from other mineral tars,MARKS8905,Netherlands,Indonesia,Indonesia,7,2016,10,2016-10,2016-10-01,20161005,20161005,export,1,31612.65,36344.24,kg,KG,E-Mobility Energy B.V.,[in full dataset],'s-Gravenhage,,,,Y,PT DARMA PUTERA WAHANA PRATAMA,[in full dataset],Kota Administrasi Jakarta Selatan,,,,Y,E-Mobility Energy B.V.,[in full dataset],,7798.6,7798.6,Amsterdam,"Tanjung Priok, Jakarta",Kota Administrasi Jakarta Selatan,1,1,9.75,MSC OSCAR,IMO2282888,LR,V575,354,ONEY,MBL,ONEY829471837,YMLU626935820,MSCU1830881,40GP,OPEN TOP,RF,FCL,CY/CFS,DB Schenker,31612.64
Import (NL buyer),Bereidingsapotheek Oud-Beijerland B.V.,30059050,300590,9,"Wadding, gauze, bandages and similar articles; (excluding adhesive dressings), impregnated or coated with pharmaceutical substances, packaged for retail sale",MARKS3349,Bulgaria,Netherlands,Netherlands,9,2015,6,2015-06,2015-06-19,20150607,20150607,import,1,2083485.29,27711.06,kg,KG,PHOENIX PHARMA EOOD,[in full dataset],Sofia,,phoenixpharma.bg,[in full dataset],N,Bereidingsapotheek Oud-Beijerland B.V.,[in full dataset],Oud Beijerland,,,,Y,PHOENIX PHARMA EOOD,[in full dataset],,7875.5,7875.5,Main Container Port,Amsterdam,Oud Beijerland,1,1,9.84,MOL TRIUMPH,IMO6237144,SG,V398,583,MAEU,HBL,EGLV412394023,EGLV429232953,FCIU9730000,40HC,DRY,RF,LCL,CY/CFS,Yusen Logistics,25339.97
Export (NL seller),77 B.V.,27012000,270120,9,"Briquettes, ovoids and similar solid fuels; manufactured from coal",MARKS6837,Netherlands,Malta,Malta,5,2016,10,2016-10,2016-10-25,20161024,20161024,export,1,94261.27,1985.3,kg,KG,77 B.V.,[in full dataset],Anna Paulowna,,www.77lubricants.nl,[in full dataset],Y,CASSAR FUEL LIMITED,[in full dataset],Qormi,,www.cassargroup.com,[in full dataset],Y,77 B.V.,[in full dataset],,7633.2,7633.2,Rotterdam,Main Container Port,Qormi,1,1,9.54,BARZAN,IMO6337685,PA,V479,407,ZIMU,HBL,YMLU422097608,ONEY867434138,GESU6179864,40HC,DRY,HC,FCL,CFS/CFS,Yusen Logistics,1750
Import (NL buyer),Perstorp Specialty Chemicals B.V.,38051090,380510,5,"Terpenic oils; gum, wood or sulphate turpentine oils",MARKS6923,Hong Kong,Netherlands,Netherlands,8,2023,7,2023-07,2023-07-26,20230725,20230725,import,1,178764.83,24023.05,kg,KG,"Henan Jinyuan Hydrogenated Chemicals Co., Ltd.",[in full dataset],Quarry Bay,,www.jyqhhg.com,[in full dataset],Y,Perstorp Specialty Chemicals B.V.,[in full dataset],Waspik,,www.perstorp.com,[in full dataset],Y,"Henan Jinyuan Hydrogenated Chemicals Co., Ltd.",[in full dataset],,4971.7,4971.7,Hong Kong (Kwai Tsing),Amsterdam,Waspik,1,1,6.21,OOCL HONG KONG,IMO7585935,MH,V124,154,OOLU,SWB,MSCU271757797,YMLU907235371,TCLU7859485,40GP,FLAT RACK,RF,FCL,CFS/CFS,DSV,21401.06
Export (NL seller),Euro-Chemicals The Netherlands B.V.,38086900,380869,7,"Insecticides; containing goods named in Subheading Note 2 to this Chapter, put up in forms or packings for retail sale or as preparations or articles, in packings of a net weight content exceeding 7.5kg",MARKS5077,Netherlands,New Zealand,New Zealand,8,2023,7,2023-07,2023-07-27,20230727,20230727,export,1,669356.02,1147.85,kg,KG,Euro-Chemicals The Netherlands B.V.,[in full dataset],Oldenzaal,,www.euro-chemicals.com,[in full dataset],Y,BALLANCE AGRI-NUTRIENTS LIMITED,[in full dataset],Mount Maunganui,,www.ballance.co.nz,[in full dataset],Y,Euro-Chemicals The Netherlands B.V.,[in full dataset],,22927.6,22927.6,Amsterdam,Auckland,Mount Maunganui,1,1,28.66,MADRID MAERSK,IMO2566748,LR,V328,184,COSU,HBL,YMLU326457260,MAEU644211726,TCLU9424312,40HC,DRY,HC,LCL,CY/CFS,Bollore Logistics,1062.26
Import (NL buyer),Shell Energy Europe B.V.,27040090,270400,9,"Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon",MARKS1570,Japan,Netherlands,Netherlands,8,2016,10,2016-10,2016-10-18,20161005,20161005,export,1,634893.28,10296.37,kg,KG,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",[in full dataset],CHUO-KU,,www.cosmo-energy.co.jp,[in full dataset],Y,Shell Energy Europe B.V.,[in full dataset],'s-Gravenhage,,www.shell.com,[in full dataset],Y,"COSMO ENERGY HOLDINGS COMPANY,LIMITED",[in full dataset],,15474.4,15474.4,Kobe,Rotterdam,'s-Gravenhage,1,1,19.34,COSCO UNIVERSE,IMO1348474,LR,V813,703,CMDU,HBL,EGLV329568576,EGLV395507965,GESU6261869,40GP,REEFER,RF,FCL,CY/CY,Sinotrans,9088.15
Import (NL buyer),Meerman Machines B.V.,84603100,846031,6,"Machine-tools; sharpening (tool or cutter grinding) machines, numerically controlled",MARKS6600,Algeria,Netherlands,Netherlands,7,2018,12,2018-12,2018-12-04,20181220,20181220,import,1,9159.74,9842.07,kg,KG,BB RC,[in full dataset],Bordj El Bahri,,,,Y,Meerman Machines B.V.,[in full dataset],Vlaardingen,,www.meerman.nl,[in full dataset],Y,BB RC,[in full dataset],,3924.4,3924.4,Main Container Port,Rotterdam,Vlaardingen,1,1,4.91,HMM ALGECIRAS,IMO3917433,SG,V251,176,COSU,SWB,EGLV103889539,COSU504665655,TCLU2562049,40GP,FLAT RACK,GP,FCL,CY/CFS,Expeditors,9159.74
Import (NL buyer),Janssen Vaccines & Prevention B.V.,30069200,300692,8,Pharmaceutical goods; waste pharmaceuticals,MARKS5894,South Korea,Netherlands,Netherlands,7,2015,6,2015-06,2015-06-16,20150615,20150615,export,1,246060,38671.07,kg,KG,"Hugel, Inc.",[in full dataset],Chuncheon,,www.hugel-inc.com,[in full dataset],N,Janssen Vaccines & Prevention B.V.,[in full dataset],Leiden,,www.janssen.com,[in full dataset],Y,"Hugel, Inc.",[in full dataset],,9227.2,9227.2,Busan,Amsterdam,Leiden,1,1,11.53,MOL TRIUMPH,IMO7954534,SG,V680,524,OOLU,HBL,EGLV112874470,YMLU987474999,FCIU1524392,40HC,DRY,GP,FCL,CY/CY,Sinotrans,35792.03
Import (NL buyer),Damen Yachting B.V.,84717080,847170,7,Units of automatic data processing machines; storage units,MARKS5060,Belarus,Netherlands,Netherlands,7,2018,12,2018-12,2018-12-11,20181217,20181217,import,1,106929.61,29954.99,kg,KG,"MAZ-UPRAVLYAYUSHCHAYA KOMPANIYA KHOLDINGA BELAVTOMAZ, OAO",[in full dataset],g. Minsk,,www.maz.by,[in full dataset],N,Damen Yachting B.V.,[in full dataset],Vlissingen,,www.amelsyachting.com,[in full dataset],Y,"MAZ-UPRAVLYAYUSHCHAYA KOMPANIYA KHOLDINGA BELAVTOMAZ, OAO",[in full dataset],,3685.8,3685.8,Main Container Port,Rotterdam,Vlissingen,1,1,4.61,HMM ALGECIRAS,IMO7487288,LR,V440,139,HLCU,MBL,YMLU502677128,COSU977702868,BMOU6724947,45HC,FLAT RACK,RF,FCL,CY/CY,DHL Global Forwarding,26162.37
Export (NL seller),Jumbo Group B.V.,87149420,871494,9,"Cycles; parts thereof, brakes, including coaster braking hubs and hub-brakes, and parts thereof",MARKS6175,Netherlands,Democratic Republic Of The Congo,Democratic Republic Of The Congo,8,2024,1,2024-01,2024-01-14,20240112,20240112,export,1,666203.5,638.85,kg,KG,Jumbo Group B.V.,[in full dataset],Rotterdam,,www.jumboplay.com,[in full dataset],Y,PAMOJA INA WEZEKANA SARL,[in full dataset],Lubumbashi,,,,Y,Jumbo Group B.V.,[in full dataset],,2076.6,2076.6,Rotterdam,Main Container Port,Lubumbashi,1,1,2.6,BARZAN,IMO5469161,SG,V961,384,ONEY,MBL,HLCU915905926,MSCU273436377,BMOU4037952,40GP,DRY,GP,FCL,CY/CY,Expeditors,564.23
Export (NL seller),Sea Horse IPC B.V.,30032000,300320,6,"Medicaments; containing antibiotics other than penicillins, streptomycins and their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)",MARKS8779,Netherlands,South Africa,South Africa,8,2015,6,2015-06,2015-06-08,20150624,20150624,import,1,2779010.83,221.05,kg,KG,Sea Horse IPC B.V.,[in full dataset],Maastricht,,www.eshalabs.eu,[in full dataset],Y,ASPEN SA MANUFACTURING OPERATIONS (PTY) LTD,[in full dataset],EAST LONDON,,www.aspenpharma.com,[in full dataset],Y,Sea Horse IPC B.V.,[in full dataset],,22833.1,22833.1,Amsterdam,Ngqura,EAST LONDON,1,1,28.54,MSC GULSUN,IMO3903042,LR,V838,33,OOLU,MBL,CMDU946007102,COSU895415696,TCLU6228078,40GP,OPEN TOP,GP,FCL,CY/CFS,DB Schenker,200
Export (NL seller),ExxonMobil LNG Services B.V.,38122090,381220,9,"Plasticisers, compound; for rubber or plastics",MARKS3521,Netherlands,Tunisia,Tunisia,6,2023,7,2023-07,2023-07-13,20230709,20230709,export,1,380924.27,5274.67,kg,KG,ExxonMobil LNG Services B.V.,[in full dataset],Botlek Rotterdam,,,,Y,STE NATIONALE DE DISTRIBUTION DES PETROLES AGIL ENERGY,[in full dataset],Cite El Khadhra,,,,Y,ExxonMobil LNG Services B.V.,[in full dataset],,6329.1,6329.1,Rotterdam,Main Container Port,Cite El Khadhra,1,1,7.91,MAERSK MOLLER,IMO4818144,PA,V546,616,ONEY,HBL,COSU251875710,HLCU103418272,GESU8618951,40HC,OPEN TOP,HC,FCL,CY/CFS,Sinotrans,4956.12
Import (NL buyer),JUIZZ B.V.,90139005,901390,8,Optical appliances and instruments; parts and accessories for articles of heading no. 9013,MARKS3920,South Africa,Netherlands,Netherlands,9,2019,12,2019-12,2019-12-27,20191211,20191211,import,1,1105913.86,18561.17,kg,KG,M T S APPLIANCES CC,[in full dataset],KNYSNA,,,,Y,JUIZZ B.V.,[in full dataset],Heerhugowaard,,www.juizz.nl,[in full dataset],Y,M T S APPLIANCES CC,[in full dataset],,21513.4,21513.4,Durban,Amsterdam,Heerhugowaard,1,1,26.89,MSC GULSUN,IMO8158899,MH,V299,942,APLU,MBL,COSU866426811,HLCU565990764,BMOU7629423,45HC,TANK,HC,FCL,CY/CFS,Bollore Logistics,16972.18
Import (NL buyer),AC Oranjepolderweg 15 Exploitatie B.V.,03089010,030890,7,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking",MARKS1239,Luxembourg,Netherlands,Netherlands,6,2017,7,2017-07,2017-07-14,20170728,20170728,import,1,6693.73,7641.68,kg,KG,SCANDINAVIAN COMPANY LUXEMBOURG S.A.,[in full dataset],Luxembourg,,www.scanshop.lu,[in full dataset],Y,AC Oranjepolderweg 15 Exploitatie B.V.,[in full dataset],Maasdijk,,,,N,SCANDINAVIAN COMPANY LUXEMBOURG S.A.,[in full dataset],,10813.4,10813.4,Main Container Port,Rotterdam,Maasdijk,1,1,13.52,OOCL HONG KONG,IMO6266013,SG,V762,523,HLCU,MBL,COSU488155885,MAEU300934986,TGHU6044647,45HC,REEFER,RF,FCL,CY/CY,CEVA Logistics,6693.73
Export (NL seller),Van den Bos International B.V.,03072910,030729,8,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",MARKS6479,Netherlands,Serbia,Serbia,7,2017,2,2017-02,2017-02-19,20170204,20170204,export,1,1045.14,1158.36,kg,KG,Van den Bos International B.V.,[in full dataset],Honselersdijk,,www.vandenbos.com,[in full dataset],N,JP VOJVODINASUME PETROVARADIN,[in full dataset],Petrovaradin,,www.vojvodinasume.rs,[in full dataset],Y,Van den Bos International B.V.,[in full dataset],,13289.7,13289.7,Amsterdam,Main Container Port,Petrovaradin,1,1,16.61,MSC OSCAR,IMO8390817,MH,V824,868,MAEU,SWB,HLCU746010170,HLCU262399428,BMOU1410968,20GP,FLAT RACK,HC,FCL,CY/CY,Nippon Express,1045.14
Import (NL buyer),Sonos Mighty Holdings B.V.,84189990,841899,8,"Refrigerating or freezing equipment; parts thereof, other than furniture",MARKS1581,Egypt,Netherlands,Netherlands,5,2018,12,2018-12,2018-12-22,20181204,20181204,export,1,5086.46,5606.18,kg,KG,OTIS ELEVATOR CO,[in full dataset],Nasr City,,,,Y,Sonos Mighty Holdings B.V.,[in full dataset],Nieuw Vennep,,www.sonos.com,[in full dataset],Y,OTIS ELEVATOR CO,[in full dataset],,3080.5,3080.5,Alexandria,Amsterdam,Nieuw Vennep,1,1,3.85,MSC GULSUN,IMO1653488,LR,V367,544,OOLU,HBL,COSU396771609,MAEU586903643,BMOU9125201,40HC,OPEN TOP,HC,FCL,CY/CY,CEVA Logistics,5086.46
Export (NL seller),Enrichment Technology Nederland B.V.,38180090,381800,9,"Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics",MARKS5309,Netherlands,Lesotho,Lesotho,6,2023,7,2023-07,2023-07-10,20230726,20230726,export,1,2953.63,3221.04,kg,KG,Enrichment Technology Nederland B.V.,[in full dataset],Almelo,,www.enritec.com,[in full dataset],Y,BLUES HYPER SUPPLIES,[in full dataset],MASERU,,,,Y,Enrichment Technology Nederland B.V.,[in full dataset],,1581.6,1581.6,Amsterdam,Main Container Port,MASERU,1,1,1.98,OOCL HONG KONG,IMO5531427,MH,V587,820,EGLV,HBL,CMDU410263029,ONEY789579157,TGHU8993932,40GP,REEFER,RF,FCL,CFS/CFS,Yusen Logistics,2953.63
Export (NL seller),Land Services,90139080,901390,7,Optical appliances and instruments; parts and accessories for articles of heading no. 9013,MARKS1313,Netherlands,Australia,Australia,6,2019,12,2019-12,2019-12-24,20191206,20191206,import,1,14705987.65,313.22,kg,KG,Land Services,[in full dataset],Sas van Gent,,,,Y,THE HEIGHTS MEDICAL CENTRE PTY LTD,[in full dataset],ALEXANDER HEIGHTS,,,,Y,Land Services,[in full dataset],,11106.6,11106.6,Amsterdam,Sydney,ALEXANDER HEIGHTS,1,1,13.88,COSCO UNIVERSE,IMO8201506,SG,V379,603,HLCU,MBL,ONEY406216534,EGLV819605840,TCLU5143107,45HC,FLAT RACK,HC,FCL,CFS/CFS,Nippon Express,287.25
Export (NL seller),RG Tweewielers,90292031,902920,9,Meters; speed indicators and tachometers; stroboscopes,MARKS8921,Netherlands,Italy,Italy,6,2020,2,2020-02,2020-02-08,20200227,20200227,export,1,161178765.83,248.84,kg,KG,RG Tweewielers,[in full dataset],Apeldoorn,,,,Y,DE' LONGHI APPLIANCES SRL,[in full dataset],TREVISO,,www.delonghigroup.com,[in full dataset],Y,RG Tweewielers,[in full dataset],,8962.8,8962.8,Amsterdam,Genoa,TREVISO,1,1,11.2,CSCL GLOBE,IMO4828147,MH,V116,248,COSU,HBL,EGLV414627147,COSU484891696,CAIU9732651,20GP,FLAT RACK,RF,FCL,CFS/CFS,DHL Global Forwarding,217.13
Export (NL seller),First Services B.V.,90184100,901841,8,"Dental instruments and appliances; dental drill engines, whether or not combined on a single base with other dental equipment",MARKS3040,Netherlands,Romania,Romania,6,2020,2,2020-02,2020-02-16,20200227,20200227,export,1,10964785.57,214.75,kg,KG,First Services B.V.,[in full dataset],Rotterdam,,www.firstservices.nl,[in full dataset],Y,BDS RO SPORT S.R.L.,[in full dataset],Bucuresti,,www.sportvision.ro,[in full dataset],N,First Services B.V.,[in full dataset],,6219,6219,Amsterdam,Main Container Port,Bucuresti,1,1,7.77,CSCL GLOBE,IMO2975598,SG,V334,711,HMMU,HBL,ONEY318687799,ONEY765145782,TGHU5014351,20GP,OPEN TOP,HC,FCL,CFS/CFS,Yusen Logistics,200
Import (NL buyer),Mediq B.V.,30069300,300693,7,"Pharmaceutical goods; placebos and blinded (or double-blinded) clinical trial kits for a recognised clinical trial, put up in measured doses",MARKS5020,Mexico,Netherlands,Netherlands,8,2015,6,2015-06,2015-06-05,20150601,20150601,import,1,71097.15,80388.72,kg,KG,"Nuplen Comercializadora, S.A. de C.V.",[in full dataset],Torreón,,,,Y,Mediq B.V.,[in full dataset],De Meern,,www.mediq.com,[in full dataset],Y,"Nuplen Comercializadora, S.A. de C.V.",[in full dataset],,13900.1,13900.1,Lazaro Cardenas,Amsterdam,De Meern,1,1,17.38,CSCL GLOBE,IMO2531819,MH,V717,387,YMLU,MBL,EGLV863715003,ONEY674569815,CAIU5216724,40GP,TANK,RF,LCL,CY/CY,CEVA Logistics,71097.15
Import (NL buyer),"Aduro Biotech Holdings, Europe B.V.",30025900,300259,6,"Cell cultures, whether or not modified; other cell cultures not including cell therapy products",MARKS7158,Poland,Netherlands,Netherlands,8,2015,6,2015-06,2015-06-25,20150608,20150608,export,1,3035280,16773.7,kg,KG,BAYER SP Z O O,[in full dataset],Warszawa,,www.bayer.com,[in full dataset],N,"Aduro Biotech Holdings, Europe B.V.",[in full dataset],Amsterdam,,www.adurolife.com,[in full dataset],Y,BAYER SP Z O O,[in full dataset],,20804.6,20804.6,Gdansk,Rotterdam,Amsterdam,1,1,26.01,YM WARRANTY,IMO1719235,LR,V518,321,OOLU,SWB,COSU575953355,MAEU487757050,BMOU2408594,40GP,FLAT RACK,RF,FCL,CFS/CFS,Nippon Express,15537.18
Import (NL buyer),Koninklijke Talens B.V.,38160010,381600,6,"Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01",MARKS1083,Panama,Netherlands,Netherlands,9,2023,7,2023-07,2023-07-23,20230709,20230709,import,1,231937.91,11962.38,kg,KG,Andres Miguel Varona Zambrano,[in full dataset],Panama,,,,Y,Koninklijke Talens B.V.,[in full dataset],Apeldoorn,,www.royaltalens.com,[in full dataset],Y,Andres Miguel Varona Zambrano,[in full dataset],,14097,14097,Main Container Port,Rotterdam,Apeldoorn,1,1,17.62,APL MEXICO CITY,IMO3426737,SG,V901,835,APLU,SWB,EGLV256632590,MSCU228007440,TGHU5603858,20GP,REEFER,RF,LCL,CY/CFS,Sinotrans,10560.58
Export (NL seller),Benegas B.V.,27111310,271113,5,"Petroleum gases and other gaseous hydrocarbons; liquefied, butanes",MARKS9109,Netherlands,Slovakia,Slovakia,6,2016,10,2016-10,2016-10-08,20161022,20161022,export,1,598855.14,1937.87,kg,KG,Benegas B.V.,[in full dataset],Putten,,www.123propaan.nl,[in full dataset],N,Fuel Traders Corporation s. r. o.,[in full dataset],Bratislava,,www.fueltraders.sk,[in full dataset],Y,Benegas B.V.,[in full dataset],,12987.7,12987.7,Amsterdam,Main Container Port,Bratislava,1,1,16.23,BARZAN,IMO9877161,MH,V467,731,ONEY,SWB,MSCU484335730,ONEY577061764,GESU2869054,40GP,REEFER,HC,FCL,CY/CY,Nippon Express,1709.31
Import (NL buyer),J&T Autolease B.V.,84169000,841690,6,"Furnaces; parts of furnace burners, for liquid fuel, pulverized solid fuel or gas, mechanical stokers, grates, ash dischargers and the like",MARKS1455,Egypt,Netherlands,Netherlands,7,2018,12,2018-12,2018-12-22,20181210,20181210,import,1,96497.12,54112.02,kg,KG,OTIS ELEVATOR CO,[in full dataset],Nasr City,,,,Y,J&T Autolease B.V.,[in full dataset],Tilburg,,www.directlease.nl,[in full dataset],Y,OTIS ELEVATOR CO,[in full dataset],,24500.7,24500.7,Damietta,Amsterdam,Tilburg,1,1,30.63,BARZAN,IMO8693899,PA,V331,698,APLU,HBL,HLCU242111438,MSCU604338352,GESU9598015,40HC,FLAT RACK,GP,FCL,CY/CFS,DB Schenker,48041.88
Import (NL buyer),BW Marine (NL) B.V.,84139100,841391,7,Pumps; parts thereof,MARKS6075,Morocco,Netherlands,Netherlands,9,2018,12,2018-12,2018-12-16,20181212,20181212,import,1,77306.76,57996.68,kg,KG,SH CIMENT,[in full dataset],LAAYOUNE,,,,Y,BW Marine (NL) B.V.,[in full dataset],Papendrecht,,www.boskalis.com,[in full dataset],Y,SH CIMENT,[in full dataset],,12296,12296,Casablanca,Rotterdam,Papendrecht,1,1,15.37,MSC GULSUN,IMO7322295,SG,V200,169,OOLU,HBL,MAEU103756885,CMDU810979653,BMOU9344442,45HC,DRY,RF,FCL,CY/CY,Sinotrans,51374.36
