nigeria_cet10,declaration_no,declaration_date,clearance_date,flow,customs_regime,entry_type,hs_code,product_description,country_of_origin,country_of_export,country_of_destination,exporter_name,exporter_tax_id,exporter_address,exporter_city,exporter_country,exporter_contact,importer_name,importer_tax_id,importer_address,importer_city,importer_country,importer_contact,mode_of_transport,customs_house,port_of_clearance,year,month,period,quantity,unit_of_measure,net_weight_kg,gross_weight_kg,customs_value_usd,cif_value_usd,fob_value_usd,freight_usd,insurance_usd,unit_price_usd,currency,exchange_rate,incoterms,duty_rate_pct,duty_amount_usd,vat_tax_usd,total_tax_usd,customs_broker,declarant_ref,package_count,package_type,marks_numbers,lane_value_usd,nigeria_role
8516400000,CD201705000001279289,2017-05-20,2017-05-07,export,61,Temporary,851640,Smoothing irons; electric,China,China,Nigeria,"GCL System Integration Technology Co., Ltd.",[in full dataset],[in full dataset],Suzhou,China,[in full dataset],CHOICE 2 MOBILE TECHNOLOGY LIMITED,[in full dataset],[in full dataset],Ketu,Nigeria,,RAIL,Main Container Port,Main Container Port,2017,5,2017-05,10546.1,KG,10546.1,11325.1,967.96,967.96,914.4,51.91,1.65,0.09,USD,1,DDP,1.2,11.62,0,11.62,CEVA Customs,REF7246129,318,ROLLS,PKG69846,130976781,Nigeria importer (import)
4017000000,CD201804000000492247,2018-04-22,2018-04-05,import,61,Consumption,401700,"Rubber; ebonite and other hard rubbers in all forms, including waste and scrap, and articles of hard rubber",Nigeria,Nigeria,Spain,INDORAMA ELEME PETROCHEMICALS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],AMMEGA BELTING SPAIN S.A.U,[in full dataset],[in full dataset],VILANOVA I LA GELTRU,Spain,[in full dataset],ROAD,Barcelona,Bilbao,2018,4,2018-04,8857.4,KG,8857.4,9460.6,7171.22,7171.22,6596.93,530.18,44.11,0.74,INR,69.2213,FOB,12.5,896.4,1452.17,2348.57,Expeditors Customs,REF2151547,144,CASES,PKG64093,1404807.43,Nigeria exporter (export)
2707300000,CD202306000000725716,2023-06-21,2023-06-08,import,10,Transit,270730,Oils and products of the distillation of high temperature coal tar; xylol (xylenes),Nigeria,Nigeria,Canada,NIGERIA LNG LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],Enbridge Inc,[in full dataset],[in full dataset],Calgary,Canada,[in full dataset],AIR,"Montreal, QC","Prince Rupert, BC",2023,6,2023-06,3183.5,KG,3183.5,3465.9,30096.32,30096.32,27494.27,2443.45,158.6,8.64,GBP,12.7104,DDP,4.5,1354.33,0,1354.33,Expeditors Customs,REF5537016,492,BALES,PKG57805,89165482.25,Nigeria exporter (export)
1512190000,CD201607000000361468,2016-07-20,2016-07-05,import,40,Warehouse,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",Nigeria,Nigeria,Germany,INTERNATIONAL FRACTIONATION AND MARGARINE PRODUCTS LTD,[in full dataset],[in full dataset],Lagos,Nigeria,,Autohaus Rape GmbH,[in full dataset],[in full dataset],Vechta,Germany,[in full dataset],RAIL,Bremerhaven,Bremerhaven,2016,7,2016-07,10530.6,KG,10530.6,11973.4,51431.32,51431.32,50088.56,1039.06,303.7,4.76,USD,1,FCA,4,2057.25,5348.86,7406.11,DHL Customs Svc,REF7009772,341,BULK,PKG41859,2543876.47,Nigeria exporter (export)
1301200000,CD201510000000003941,2015-10-05,2015-10-08,export,61,Warehouse,130120,Gum Arabic,United Kingdom,United Kingdom,Nigeria,CHAUMET (LONDON) LIMITED,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],QURANIC RECITATION & ARABIC LANGUAGE ACADEMY LTD,[in full dataset],[in full dataset],Kano,Nigeria,,SEA,Main Container Port,Main Container Port,2015,10,2015-10,11904,KG,11904,13290.4,53817.4,53817.4,48749.64,4746.5,321.26,4.1,INR,41.6963,EXW,6.8,3659.58,11495.4,15154.98,DSV Customs,REF8905595,312,DRUMS,PKG25581,99263.86,Nigeria importer (import)
1302190000,CD201511000000003107,2015-11-22,2015-11-07,export,10,Consumption,130219,Vegetable saps and extracts; n.e.c. in item no. 1302.1,United Kingdom,United Kingdom,Nigeria,CHAUMET (LONDON) LIMITED,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],MARKAZ ABDULLATEEF FOR QURANIC MEMORIZATION & ARABIC STUDIES LIMITED,[in full dataset],[in full dataset],Ogba,Nigeria,,ROAD,Main Container Port,Main Container Port,2015,11,2015-11,17914.4,KG,17914.4,19239.5,52715.69,52715.69,50111.58,2254.38,349.73,2.8,USD,1,EXW,6.9,3637.38,10143.55,13780.93,CEVA Customs,REF5522522,443,BULK,PKG76592,77171.49,Nigeria importer (import)
2619000000,CD202502000000035919,2025-02-08,2025-02-14,import,70,Transit,261900,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",Nigeria,Nigeria,Malaysia,TRANSNATIONAL CORPORATION PLC,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],7-ELEVEN MALAYSIA HOLDINGS BERHAD,[in full dataset],[in full dataset],Kuala Lumpur,Malaysia,[in full dataset],SEA,Tanjung Pelepas,Tanjung Pelepas,2025,2,2025-02,19050,KG,19050,21438.4,568.25,568.25,542.87,22.67,2.71,0.03,JPY,119.4357,CPT,5.1,28.98,71.67,100.65,Kuehne+Nagel Brokerage,REF4474345,150,BALES,PKG23835,1764612.02,Nigeria exporter (export)
1301200000,CD201511000000007937,2015-11-18,2015-11-20,import,51,Transit,130120,Gum Arabic,Nigeria,Nigeria,Germany,MARKAZ ABDULLATEEF FOR QURANIC MEMORIZATION & ARABIC STUDIES LIMITED,[in full dataset],[in full dataset],Ogba,Nigeria,,Natural Gums Dr. W. Agster GmbH,[in full dataset],[in full dataset],Reutlingen,Germany,[in full dataset],AIR,Wilhelmshaven,Hamburg,2015,11,2015-11,24101.1,KG,24101.1,27293.9,11420.78,11420.78,10820.31,543.83,56.64,0.45,GBP,57.6654,EXW,6.5,742.35,2432.63,3174.98,Flexport Customs,REF5487766,381,BALES,PKG2792,207267.07,Nigeria exporter (export)
2613100000,CD202604000000000340,2026-04-21,2026-04-27,import,40,Warehouse,261310,Molybdenum ores and concentrates; roasted,Nigeria,Nigeria,Brazil,RINA CTSI NIGERIA LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],LOJAS RENNER S.A.,[in full dataset],[in full dataset],PORTO ALEGRE,Brazil,[in full dataset],RAIL,Rio Grande,Suape,2026,4,2026-04,286.8,KG,286.8,309.5,956.94,956.94,889.02,66.5,1.42,3.1,INR,110.3834,FCA,6,57.42,71.01,128.43,DB Schenker Customs,REF7494379,453,ROLLS,PKG23199,486714,Nigeria exporter (export)
9025900000,CD202007000000048353,2020-07-19,2020-07-04,export,70,Warehouse,902590,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments, parts and accessories",United States,United States,Nigeria,"Chippenham & Johnston-Willis Hospitals, Inc.",[in full dataset],[in full dataset],Richmond,United States,[in full dataset],Habideen Commercial Agency Ltd,[in full dataset],[in full dataset],Lagos,Nigeria,,AIR,Main Container Port,Main Container Port,2020,7,2020-07,1492.6,KG,1492.6,1525.7,20559.89,20559.89,18836.65,1627.17,96.07,12.62,CNY,67.9925,FOB,2.5,514,1053.69,1567.69,DB Schenker Customs,REF9286095,447,ROLLS,PKG22439,5495741,Nigeria importer (import)
2620990000,CD202412000000864339,2024-12-10,2024-12-18,import,42,Transit,262099,"Slag, ash and residues; (not from the manufacture of iron or steel), containing mainly metals or their compounds, n.e.c. in heading no. 2620",Nigeria,Nigeria,China,FENOG NIGERIA LIMITED,[in full dataset],[in full dataset],Warri,Nigeria,[in full dataset],"Guangxi Nanning Yingfei Cosmetics Co., Ltd.",[in full dataset],[in full dataset],Nanning,China,,SEA,Dalian,Dalian,2024,12,2024-12,23527.6,KG,23527.6,27046,14434.54,14434.54,13726.19,621.47,86.88,0.58,JPY,81.2591,DAP,4.5,649.55,1810.09,2459.64,Flexport Customs,REF9550360,484,ROLLS,PKG27895,70218400,Nigeria exporter (export)
8504320000,CD201705000000060195,2017-05-05,2017-05-07,export,61,Re-export,850432,"Transformers; n.e.c. in item no. 8504.2, having a power handling capacity exceeding 1kVA but not exceeding 16kVA",South Korea,South Korea,Nigeria,"Samsung Electronics Co., Ltd.",[in full dataset],[in full dataset],Suwon,South Korea,[in full dataset],SEAMFIX LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2017,5,2017-05,5566.7,KG,5566.7,6287.2,207.94,207.94,200,7.28,0.66,0.04,GBP,119.4771,FOB,1.4,2.91,0,2.91,DB Schenker Customs,REF1704795,49,DRUMS,PKG71649,3821560,Nigeria importer (import)
8462230000,CD202101000001384751,2021-01-05,2021-01-07,export,10,Re-export,846223,"Machine-tools; bending, folding, straightening or flattening machines (including presses), for working metal, numerically controlled press brakes",China,China,Nigeria,"Qingdao Jinrui Commercial Machinery Co., Ltd.",[in full dataset],[in full dataset],Qingdao,China,,EDO STATE CO-OPERATIVE FARMERS AGENCY LIMITED,[in full dataset],[in full dataset],Benin City,Nigeria,,SEA,Main Container Port,Main Container Port,2021,1,2021-01,12060.2,KG,12060.2,12436.3,52052.39,52052.39,49042.09,2683.46,326.84,4.07,USD,1,EXW,3.3,1717.73,5377.01,7094.74,Flexport Customs,REF3091250,209,BALES,PKG40454,152289143,Nigeria importer (import)
2710200000,CD202306000001053072,2023-06-14,2023-06-27,import,51,Transit,271020,"Petroleum oils and oils from bituminous minerals, containing biodiesel, not crude, not waste oils; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals",Nigeria,Nigeria,United Kingdom,ATLANTIC FLUIDS & INTEGRATED SERVICES LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],BP P.L.C.,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],SEA,Felixstowe,Liverpool,2023,6,2023-06,1509.3,KG,1509.3,1677.5,4597.43,4597.43,4240.12,325.75,31.56,2.81,INR,16.0533,CIF,5,229.87,579.28,809.15,Descartes,REF1037921,187,BALES,PKG52178,133198530.19,Nigeria exporter (export)
3825100000,CD202409000000028251,2024-09-14,2024-09-20,export,61,Temporary,382510,"Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste",United Kingdom,United Kingdom,Nigeria,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],CONOIL PLC,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],RAIL,Main Container Port,Main Container Port,2024,9,2024-09,19017.4,KG,19017.4,19994.1,27572.29,27572.29,24899.23,2486.45,186.61,1.31,EUR,104.1731,CPT,3.1,854.74,0,854.74,DHL Customs Svc,REF9936932,224,CASES,PKG27811,1411263.45,Nigeria importer (import)
0406100000,CD202601000000064125,2026-01-17,2026-01-23,export,42,Re-export,040610,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd",Netherlands,Netherlands,Nigeria,Promelca B.V.,[in full dataset],[in full dataset],Gorinchem,Netherlands,[in full dataset],CADBURY NIGERIA PLC,[in full dataset],[in full dataset],Ikeja,Nigeria,[in full dataset],RAIL,Main Container Port,Main Container Port,2026,1,2026-01,8931,KG,8931,9623.7,7436.8,7436.8,6981.58,440.09,15.13,0.78,EUR,7.4483,FOB,14.6,1085.77,0,1085.77,DB Schenker Customs,REF3760249,423,BAGS,PKG75718,1758866.97,Nigeria importer (import)
2711290000,CD202306000000250824,2023-06-26,2023-06-11,import,70,Temporary,271129,"Petroleum gases and other gaseous hydrocarbons; in gaseous state, other than natural gas",Nigeria,Nigeria,South Korea,NIGERIA LNG LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],"LG ENERGY SOLUTION, LTD.",[in full dataset],[in full dataset],Seoul,South Korea,[in full dataset],AIR,Busan,Busan,2023,6,2023-06,15388.2,KG,15388.2,17414.3,17016.85,17016.85,16168.97,750.16,97.72,1.05,INR,122.201,FCA,5.8,986.98,1800.38,2787.36,AN Deringer,REF6414176,80,CRATES,PKG67599,32476702,Nigeria exporter (export)
2619000000,CD202210000000107851,2022-10-20,2022-10-27,import,51,Warehouse,261900,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",Nigeria,Nigeria,Malaysia,ELPER OILFIELD ENGINEERING (NIGERIA) LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],7-ELEVEN MALAYSIA HOLDINGS BERHAD,[in full dataset],[in full dataset],Kuala Lumpur,Malaysia,[in full dataset],ROAD,Penang,Tanjung Pelepas,2022,10,2022-10,10122.9,KG,10122.9,10778.2,2617.58,2617.58,2548.53,59.53,9.52,0.25,INR,71.2735,EXW,3.2,83.76,540.27,624.03,Expeditors Customs,REF3380253,79,BULK,PKG21018,5303689.64,Nigeria exporter (export)
2607000000,CD201912000000083125,2019-12-07,2019-12-16,import,70,Temporary,260700,Lead ores and concentrates,Nigeria,Nigeria,Malaysia,PRIME ATLANTIC CEGELEC NIGERIA LIMITED,[in full dataset],[in full dataset],Victoria Island,Nigeria,[in full dataset],TSH RESOURCES BERHAD,[in full dataset],[in full dataset],Kuala Lumpur,Malaysia,[in full dataset],AIR,Tanjung Pelepas,Tanjung Pelepas,2019,12,2019-12,19617,KG,19617,21778.6,1031.31,1031.31,944.83,80.99,5.49,0.05,USD,1,FCA,6.8,70.13,198.26,268.39,Livingston Intl,REF1995845,381,BALES,PKG71881,4040293.33,Nigeria exporter (export)
2603000000,CD202109000000226937,2021-09-05,2021-09-13,import,42,Warehouse,260300,Copper ores and concentrates,Nigeria,Nigeria,Malaysia,RINA CTSI NIGERIA LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],7-ELEVEN MALAYSIA HOLDINGS BERHAD,[in full dataset],[in full dataset],Kuala Lumpur,Malaysia,[in full dataset],ROAD,Port Klang,Port Klang,2021,9,2021-09,3304.3,KG,3304.3,3576.5,4633.22,4633.22,4295.19,321.69,16.34,1.3,INR,36.0544,CFR,4.8,222.39,242.78,465.17,DHL Customs Svc,REF7431175,387,PALLETS,PKG57419,12900926.17,Nigeria exporter (export)
2616909000,CD202210000000271535,2022-10-01,2022-10-04,import,42,Warehouse,261690,Precious metal ores and concentrates; (excluding silver),Nigeria,Nigeria,China,MAKOCH ENERGY SOLUTIONS LTD,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],"5i5j Holding Group Co., Ltd",[in full dataset],[in full dataset],Beijing,China,[in full dataset],AIR,Yingkou,Shanghai,2022,10,2022-10,20032.3,KG,20032.3,22136,2005.15,2005.15,1930.56,60.7,13.89,0.1,INR,116.2194,DAP,6.1,122.31,148.92,271.23,Flexport Customs,REF2276463,40,BALES,PKG95716,14307299,Nigeria exporter (export)
2930200000,CD202304000000023404,2023-04-06,2023-04-17,export,10,Transit,293020,Organo-sulphur compounds; thiocarbamates and dithiocarbamates,Brazil,Brazil,Nigeria,DANIEL IGOR MENDOZA QUINONES,[in full dataset],[in full dataset],SANTO ANDRE,Brazil,,ESTERS CATERING AND EVENT MANAGEMENT,[in full dataset],[in full dataset],Lagos,Nigeria,,SEA,Main Container Port,Main Container Port,2023,4,2023-04,17307.1,KG,17307.1,18913.4,4487.25,4487.25,4092.13,376.53,18.59,0.24,JPY,19.232,FCA,3.6,161.54,464.88,626.42,Livingston Intl,REF2949849,34,CASES,PKG88350,2423529,Nigeria importer (import)
8525830000,CD201705000001279998,2017-05-11,2017-05-18,export,42,Consumption,852583,"Television cameras, digital cameras and video camera recorders; night vision goods as specified in subheading note 3 to this chapter",China,China,Nigeria,"China Post Group Co.,Ltd.",[in full dataset],[in full dataset],Beijing,China,[in full dataset],AIRTEL NETWORKS LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2017,5,2017-05,10992,KG,10992,12381.6,4392.2,4392.2,4139.77,239.24,13.19,0.38,USD,1,FCA,2.6,114.2,315.45,429.65,DHL Customs Svc,REF3730625,269,CRATES,PKG10905,130976781,Nigeria importer (import)
2619000000,CD202502000000036024,2025-02-12,2025-02-16,import,61,Re-export,261900,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",Nigeria,Nigeria,Malaysia,TRANSNATIONAL CORPORATION PLC,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],M.A.H.F. PRECIOUS METAL REFINERY SDN BHD,[in full dataset],[in full dataset],Pulau Pinang,Malaysia,,RAIL,Port Klang,Penang,2025,2,2025-02,6221.8,KG,6221.8,7070.9,6450.94,6450.94,5979.68,423.92,47.34,0.96,USD,1,FCA,4.2,270.94,470.53,741.47,DHL Customs Svc,REF4544671,181,CRATES,PKG47064,1764612.02,Nigeria exporter (export)
4009310000,CD201811000000063022,2018-11-12,2018-11-22,import,51,Warehouse,400931,"Rubber; vulcanised (other than hard rubber), tubing, piping and hoses, reinforced or otherwise combined only with textile materials, without fittings",Nigeria,Nigeria,United Kingdom,INDORAMA ELEME PETROCHEMICALS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],INEOS INDUSTRIES LIMITED,[in full dataset],[in full dataset],LYNDHURST,United Kingdom,[in full dataset],SEA,Tilbury,Liverpool,2018,11,2018-11,22763.8,KG,22763.8,25432.8,20857.77,20857.77,19995.27,718.67,143.83,0.88,USD,1,FCA,7.7,1606.05,3369.57,4975.62,Kuehne+Nagel Brokerage,REF4220349,201,BAGS,PKG88366,188885.65,Nigeria exporter (export)
2615900000,CD202502000000035953,2025-02-07,2025-02-15,import,40,Consumption,261590,"Niobium, tantalum, vanadium ores and concentrates",Nigeria,Nigeria,Malaysia,PANALPINA WORLD TRANSPORT (NIGERIA) LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],7-ELEVEN MALAYSIA HOLDINGS BERHAD,[in full dataset],[in full dataset],Kuala Lumpur,Malaysia,[in full dataset],AIR,Port Klang,Port Klang,2025,2,2025-02,990,KG,990,1026.6,28452.03,28452.03,27499.54,847.55,104.94,27.78,JPY,68.4356,DAP,6.7,1906.29,3643,5549.29,Descartes,REF5129266,9,BULK,PKG48118,1764612.02,Nigeria exporter (export)
4015120000,CD202004000000020195,2020-04-25,2020-04-27,import,10,Consumption,401512,"Rubber; vulcanised (other than hard rubber), gloves, of a kind used for medical, surgical, dental or veterinary purposes",Nigeria,Nigeria,Singapore,INDORAMA ELEME PETROCHEMICALS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],AISIN ASIA PTE. LTD.,[in full dataset],[in full dataset],Singapore,Singapore,[in full dataset],ROAD,Singapore (PSA),Singapore (PSA),2020,4,2020-04,9227.6,KG,9227.6,10528.6,44977.99,44977.99,41829.36,3086.52,62.11,4.53,USD,1,FCA,12.5,5622.25,9108.04,14730.29,AN Deringer,REF2260849,475,ROLLS,PKG14333,65606.88,Nigeria exporter (export)
4008211000,CD201803000000398503,2018-03-18,2018-03-21,import,70,Warehouse,400821,"Rubber; vulcanised (other than hard rubber), in plates, sheets and strip, of non-cellular rubber",Nigeria,Nigeria,Spain,ONWARD CITY ENTERPRISES NIGERIA LIMITED,[in full dataset],[in full dataset],Ogun State,Nigeria,,PERFORMANCE SPECIALTY PRODUCTS ASTURIAS SLU,[in full dataset],[in full dataset],CARREÑO,Spain,[in full dataset],SEA,Valencia,Bilbao,2018,3,2018-03,14045.9,KG,14045.9,14611.5,2191.53,2191.53,2014.9,170.78,5.85,0.14,USD,1,CIF,11.9,260.79,122.62,383.41,Kuehne+Nagel Brokerage,REF1124417,339,CASES,PKG33599,1131426.05,Nigeria exporter (export)
2707990000,CD201712000001060251,2017-12-11,2017-12-22,import,40,Consumption,270799,Oils and other products of the distillation of high temperature coal tar; n.e.c. in heading no. 2707,Nigeria,Nigeria,China,BONO ENERGY LIMITED,[in full dataset],[in full dataset],Victoria Island,Nigeria,[in full dataset],"EVE Energy Co., Ltd.",[in full dataset],[in full dataset],Huizhou,China,[in full dataset],RAIL,Ningbo-Zhoushan,Shanghai,2017,12,2017-12,20763.9,KG,20763.9,22464.4,5066.08,5066.08,4615.38,445.72,4.98,0.22,USD,1,CPT,3.7,187.44,1050.7,1238.14,AN Deringer,REF9681598,83,DRUMS,PKG84403,113051320,Nigeria exporter (export)
8457100000,CD202101000000014180,2021-01-23,2021-01-07,export,61,Re-export,845710,Machining centres; for working metal,Czech Republic,Czech Republic,Nigeria,"Victoria VR, a.s.",[in full dataset],[in full dataset],Praha,Czech Republic,[in full dataset],FIRST COMMERCE LTD,[in full dataset],[in full dataset],Lagos,Nigeria,,SEA,Main Container Port,Main Container Port,2021,1,2021-01,13722.9,KG,13722.9,14264.7,924.36,924.36,853.35,68.03,2.98,0.06,INR,60.9963,CIF,2.6,24.03,66.39,90.42,AN Deringer,REF4242358,148,BAGS,PKG10983,1029323,Nigeria importer (import)
0401100000,CD202601000000064135,2026-01-21,2026-01-25,export,70,Temporary,040110,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%",Netherlands,Netherlands,Nigeria,kaas.nl B.V.,[in full dataset],[in full dataset],Bodegraven,Netherlands,[in full dataset],FRIESLANDCAMPINA WAMCO NIGERIA PLC,[in full dataset],[in full dataset],Ikeja,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2026,1,2026-01,3179.6,KG,3179.6,3598.1,19500.11,19500.11,17760.31,1623.96,115.84,5.59,USD,1,FCA,17.1,3334.52,2740.16,6074.68,AN Deringer,REF4128936,423,CARTONS,PKG51977,1758866.97,Nigeria importer (import)
2616100000,CD201912000000183374,2019-12-08,2019-12-23,import,61,Temporary,261610,Silver ores and concentrates,Nigeria,Nigeria,China,RINA CTSI NIGERIA LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],"Binzhou Jufuyi Comprehensive Trading Co., Ltd",[in full dataset],[in full dataset],Binzhou,China,,AIR,Shanghai,Qingdao,2019,12,2019-12,12012.6,KG,12012.6,13506.8,9174.75,9174.75,8800.85,317.09,56.81,0.73,USD,1,FOB,6.6,605.53,1173.63,1779.16,DSV Customs,REF9818117,280,PALLETS,PKG62395,9075130,Nigeria exporter (export)
8523520000,CD201705000000592491,2017-05-08,2017-05-10,export,10,Transit,852352,"Semiconductor media; smart cards, whether or not recorded, excluding products of Chapter 37",Hong Kong,Hong Kong,Nigeria,China Railway Signal & Communication Corporation Limited,[in full dataset],[in full dataset],Wan Chai,Hong Kong,[in full dataset],MTN NIGERIA COMMUNICATIONS PLC,[in full dataset],[in full dataset],Ikoyi,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2017,5,2017-05,20888.8,KG,20888.8,23907.3,44704.12,44704.12,43373.01,1153.63,177.48,2.08,CNY,34.8869,FCA,1.5,670.56,0,670.56,DSV Customs,REF8298925,167,BULK,PKG7073,46360806.37,Nigeria importer (import)
8516710000,CD201705000000045567,2017-05-11,2017-05-19,export,51,Consumption,851671,"Electro-thermic appliances; coffee or tea makers, of a kind used for domestic purposes",Turkiye,Turkiye,Nigeria,MOBILTEL ILETISIM HIZMETLERI SANAYI VE TICARET ANONIM SIRKETI,[in full dataset],[in full dataset],Istanbul (Europe),Turkiye,[in full dataset],SEAMFIX LIMITED,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],AIR,Main Container Port,Main Container Port,2017,5,2017-05,17713.8,KG,17713.8,20146.1,14966.38,14966.38,14521.19,352.74,92.45,0.82,INR,126.3071,CFR,2.7,404.09,2766.68,3170.77,AN Deringer,REF5519978,463,PALLETS,PKG65199,2921595,Nigeria importer (import)
4010310000,CD202007000000234252,2020-07-26,2020-07-06,import,40,Consumption,401031,"Rubber; vulcanised, endless transmission belts of trapezoidal cross-section (V-belts), V-ribbed, of an outside circumference exceeding 60cm but not exceeding 180 cm",Nigeria,Nigeria,Italy,INDORAMA ELEME PETROCHEMICALS LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],FG TYRE SRL,[in full dataset],[in full dataset],SALZANO,Italy,,AIR,Gioia Tauro,Gioia Tauro,2020,7,2020-07,13930.9,KG,13930.9,14731.9,76983.08,76983.08,70893.23,5831.4,258.45,5.09,CNY,106.0511,EXW,8.1,6235.63,14979.37,21215,Kuehne+Nagel Brokerage,REF4219154,380,CARTONS,PKG86113,750970.12,Nigeria exporter (export)
6810910000,CD201803000000529034,2018-03-14,2018-03-18,export,42,Warehouse,681091,"Cement, concrete or artificial stone; prefabricated structural components for building or civil engineering, whether or not reinforced",Malaysia,Malaysia,Nigeria,HANSON BUILDING MATERIALS MALAYSIA SDN BHD,[in full dataset],[in full dataset],Subang Jaya,Malaysia,,GLOBAL MANPOWER NIGERIA LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2018,3,2018-03,982.3,KG,982.3,1022.3,18675.59,18675.59,17468.48,1186.89,20.22,17.78,EUR,99.3895,CPT,5.8,1083.18,1383.11,2466.29,DHL Customs Svc,REF9689540,122,CARTONS,PKG22525,2267108.85,Nigeria importer (import)
8451900000,CD201606000000191422,2016-06-02,2016-06-09,export,70,Temporary,845190,"Machinery; parts, of the machinery of heading no. 8451",Malaysia,Malaysia,Nigeria,TOP GLOVE CORPORATION BHD.,[in full dataset],[in full dataset],Shah Alam,Malaysia,[in full dataset],DE COON SERVICES LIMITED,[in full dataset],[in full dataset],Port Harcourt,Nigeria,[in full dataset],RAIL,Main Container Port,Main Container Port,2016,6,2016-06,13434.4,KG,13434.4,14894.6,5339.22,5339.22,4981.42,346.68,11.12,0.37,USD,1,DAP,2.4,128.14,0,128.14,Flexport Customs,REF9791659,242,BALES,PKG79898,12000928.41,Nigeria importer (import)
4010390000,CD201803000000382619,2018-03-23,2018-03-09,import,10,Re-export,401039,"Rubber; vulcanised, conveyor or transmission belts or belting, n.e.c. in heading no. 4010",Nigeria,Nigeria,Italy,THE OKOMU OIL PALM COMPANY PLC,[in full dataset],[in full dataset],Edo,Nigeria,[in full dataset],PIRELLI TYRE SPA,[in full dataset],[in full dataset],MILANO,Italy,[in full dataset],SEA,Genoa,La Spezia,2018,3,2018-03,19889,KG,19889,21168.8,72809.54,72809.54,66553.42,6136.72,119.4,3.35,CNY,126.039,EXW,10.6,7717.81,8052.73,15770.54,AN Deringer,REF3645751,468,DRUMS,PKG5775,1082806.61,Nigeria exporter (export)
7303001000,CD202505000000066088,2025-05-08,2025-05-13,export,51,Transit,730300,"Cast iron; tubes, pipes and hollow profiles",United Kingdom,United Kingdom,Nigeria,CHINA CONSTRUCTION BANK CORPORATION LONDON BRANCH,[in full dataset],[in full dataset],LONDON,United Kingdom,[in full dataset],QUALCHEM GLOBAL CONCEPT LTD,[in full dataset],[in full dataset],Lagos,Nigeria,[in full dataset],SEA,Main Container Port,Main Container Port,2025,5,2025-05,2548.3,KG,2548.3,2615.1,2845.18,2845.18,2760.91,71.3,12.97,1.08,USD,1,DDP,12.4,352.8,0,352.8,Descartes,REF6739358,127,DRUMS,PKG71655,2722468.02,Nigeria importer (import)
