india_itc_hs8,system_identity_id,hs_code,hs_code_sure_level,product_description,marks_and_numbers,origin_country,destination_country,del_country,country_sure_level,year,month,period,sailing_date,estimate_arrival_date,actual_arrival_date,flow,mode_of_transportation,lane_value_usd,cif_value_usd,quantity_unit,weight_unit,supplier_name,supplier_address,supplier_city,supplier_phone,supplier_website,supplier_contact,indicator_true_supplier,importer_name,importer_address,importer_city,importer_phone,importer_website,importer_contact,indicator_true_buyer,notify_party_name,notify_party_address,also_notify_name,per_shipment_quantity,per_shipment_weight_kg,origin_port,destination_port,port_of_final_delivery,teu,feu,cbm,vessel_name,vessel_code,vessel_country_code,voyage,manifest_no,carrier_sasc_code,bill_type_code,bill_of_lading_no,master_bill_of_lading,container_id,container_size,container_type,container_desc_code,container_load_status,container_type_of_service,freight_forwarder_name,estimated_value_usd
,6003201712000006287265,440796,5,"Wood; of birch (Betula spp.), sawn or chipped lengthwise, sliced or peeled, of a thickness exceeding 6mm, whether or not planed, sanded or finger-jointed",MARKS8778,China,India,India,9,2017,12,2017-12,2017-12-22,20171210,20171210,export,1,24170905,1365.85,kg,KG,"Qingdao Kfd Packaging Co., Ltd.",[in full dataset],Qingdao,,,,Y,CENTURY PLYBOARDS (INDIA) LIMITED,[in full dataset],Kolkata,,www.centuryply.com,[in full dataset],Y,"Qingdao Kfd Packaging Co., Ltd.",[in full dataset],,18449.2,18449.2,Ningbo-Zhoushan,Kandla,Kolkata,1,1,23.06,OOCL HONG KONG,IMO1491744,MH,V341,773,MSCU,MBL,CMDU483969754,CMDU861865485,BMOU5800119,45HC,DRY,HC,FCL,CY/CFS,Kuehne + Nagel,1268.75
,6003201710000007195097,440132,5,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in wood briquettes",MARKS4327,Malaysia,India,India,8,2017,10,2017-10,2017-10-11,20171023,20171023,export,1,30714956.27,1317.47,kg,KG,WJ SAWMILL SDN. BHD.,[in full dataset],Sandakan,,,,N,M P VENEER & PLYWOOD PRIVATE LIMITED,[in full dataset],Indore,,,,Y,WJ SAWMILL SDN. BHD.,[in full dataset],,13573.3,13573.3,Tanjung Pelepas,Cochin,Indore,1,1,16.97,COSCO UNIVERSE,IMO1415641,SG,V967,626,OOLU,SWB,HLCU398839781,YMLU196668091,BMOU8343655,45HC,OPEN TOP,RF,FCL,CY/CY,CEVA Logistics,1165.77
25309020,6003202107000005700421,253090,5,Mineral substances; n.e.c. in chapter 25,MARKS4578,China,India,India,6,2021,7,2021-07,2021-07-14,20210727,20210727,export,1,16727325,6150.49,kg,KG,"Tianshan Material Co., Ltd.",[in full dataset],Shanghai,,www.sinoma-tianshan.cn,[in full dataset],Y,CLASSIC MARBLE COMPANY PRIVATE LIMITED,[in full dataset],Mumbai,,www.classicmarble.com,[in full dataset],Y,"Tianshan Material Co., Ltd.",[in full dataset],,18463.2,18463.2,Shenzhen,Kolkata,Mumbai,1,1,23.08,MOL TRIUMPH,IMO6032827,LR,V488,15,OOLU,HBL,MSCU163720100,YMLU118808206,GESU4536032,20GP,OPEN TOP,HC,LCL,CY/CFS,Yusen Logistics,5378.15
48189000,6003201804000004641152,481890,8,"Paper articles; articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818",MARKS6569,Canada,India,India,8,2018,4,2018-04,2018-04-22,20180410,20180410,export,1,24356747.86,8841.21,kg,KG,Canfor Corporation,[in full dataset],Vancouver,,www.canfor.com,[in full dataset],Y,ITC LIMITED,[in full dataset],Kolkata,,www.itcportal.com,[in full dataset],N,Canfor Corporation,[in full dataset],,23201.4,23201.4,"Vancouver, BC",Kolkata,Kolkata,1,1,29,MOL TRIUMPH,IMO4633145,PA,V788,395,EGLV,MBL,CMDU712384299,HLCU139233790,CAIU6392799,40GP,OPEN TOP,GP,LCL,CFS/CFS,CEVA Logistics,7873.73
68042210,6003202204000003041018,680422,5,"Millstones, grindstones, grinding wheels and the like; of other agglomerated abrasives or of ceramics",MARKS1156,China,India,India,8,2022,4,2022-04,2022-04-20,20220403,20220403,export,1,42580277,904.87,kg,KG,"Pu'er Ruiqitong Building Materials Technology Co., Ltd",[in full dataset],Pu'er,,,,Y,RS INTERNATIONAL,[in full dataset],Gurugram,,,,Y,"Pu'er Ruiqitong Building Materials Technology Co., Ltd",[in full dataset],,1705.6,1705.6,Guangzhou,"Nhava Sheva (JNPT), Mumbai",Gurugram,1,1,2.13,CMA CGM JULES VERNE,IMO3197166,SG,V459,379,ZIMU,HBL,EGLV428502309,ONEY711503212,BMOU5495915,40GP,DRY,RF,FCL,CFS/CFS,DSV,852.76
70109000,6003202410000001539769,701090,9,"Glass; carboys, bottles, flasks, jars, pots, phials and other containers of glass, (not ampoules), used for the conveyance or packing of goods",MARKS6649,Malaysia,India,India,9,2024,10,2024-10,2024-10-03,20241020,20241020,export,1,8798441.04,16992.65,kg,KG,SUBANG SAFETY GLASS (SOUTHERN) SDN. BHD.,[in full dataset],Kuala Lumpur,,,,Y,PIRAMAL GLASS PRIVATE LIMITED,[in full dataset],Vadodara,,www.pgpfirst.com,[in full dataset],Y,SUBANG SAFETY GLASS (SOUTHERN) SDN. BHD.,[in full dataset],,15163.5,15163.5,Penang,Kolkata,Vadodara,1,1,18.95,HMM ALGECIRAS,IMO1220546,SG,V814,481,ONEY,HBL,HLCU116378751,MSCU444265266,FCIU9396461,20GP,TANK,GP,FCL,CY/CFS,Yusen Logistics,14926.82
,6003201712000001525662,440323,7,"Wood; coniferous species, of fir (Abies spp.) and spruce (Picea spp.), in the rough, whether or not stripped of bark or sapwood, or roughly squared, untreated, of which the smallest cross-sectional dimension is 15 cm or more",MARKS1567,South Africa,India,India,6,2017,12,2017-12,2017-12-07,20171224,20171224,export,1,3141572.63,7302.26,kg,KG,THE WOODEN GHEKO (PTY) LTD,[in full dataset],JOHANNESBURG,,,,N,GREENPLY INDUSTRIES LIMITED,[in full dataset],Kolkata,,www.greenply.com,[in full dataset],N,THE WOODEN GHEKO (PTY) LTD,[in full dataset],,10227.3,10227.3,Cape Town,Tuticorin,Kolkata,1,1,12.78,MSC GULSUN,IMO5614934,MH,V552,208,OOLU,HBL,ONEY113489385,CMDU241314336,BMOU5278134,40GP,OPEN TOP,HC,FCL,CY/CFS,Yusen Logistics,6520.67
44079300,6003201702000004858762,440793,5,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",MARKS8034,Malaysia,India,India,7,2017,2,2017-02,2017-02-08,20170208,20170208,export,1,16533755.69,17756.04,kg,KG,SUBUR TIASA HOLDINGS BERHAD,[in full dataset],Sibu,,suburtiasa.com.my,[in full dataset],Y,EXPERT PARTICLE BOARD,[in full dataset],Morbi,,,,Y,SUBUR TIASA HOLDINGS BERHAD,[in full dataset],,12201.2,12201.2,Port Klang,"Nhava Sheva (JNPT), Mumbai",Morbi,1,1,15.25,HYUNDAI LOYALTY,IMO8965846,MH,V885,108,COSU,SWB,COSU852821332,EGLV273729330,GESU7595738,20GP,TANK,GP,LCL,CY/CY,DHL Global Forwarding,15705.18
68091900,6003202211000001006836,680919,5,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, (other than faced or reinforced with paper or paperboard only), not ornamented",MARKS5129,United States,India,India,9,2022,11,2022-11,2022-11-03,20221117,20221117,export,1,4988635,402.86,kg,KG,Boxley Materials Company,[in full dataset],Blue Ridge,,www.boxley.com,[in full dataset],Y,SHRI BALAJI ENTERPRISES,[in full dataset],Gurugram,,,,Y,Boxley Materials Company,[in full dataset],,20066.8,20066.8,"New York/Newark, NJ","Nhava Sheva (JNPT), Mumbai",Gurugram,1,1,25.08,HMM ALGECIRAS,IMO2058489,PA,V194,677,ZIMU,HBL,MAEU194928861,COSU344857739,TGHU1644871,40GP,TANK,RF,FCL,CY/CY,Sinotrans,362.17
48045100,6003201812000000646832,480451,9,"Kraft paper and paperboard; uncoated, unbleached, weight 225g/m2 or more, in rolls or sheets, other than that of heading no. 4802 or 4803",MARKS6773,Netherlands,India,India,5,2018,12,2018-12,2018-12-11,20181205,20181205,export,1,1878935.4,7090.52,kg,KG,DS Smith Packaging Netherlands B.V.,[in full dataset],Eerbeek,,www.dssmith.com,[in full dataset],Y,TAMILNADU NEWSPRINT & PAPERS LIMITED,[in full dataset],Karur,,www.tnpl.com,[in full dataset],Y,DS Smith Packaging Netherlands B.V.,[in full dataset],,6688.2,6688.2,Amsterdam,Tuticorin,Karur,1,1,8.36,CSCL GLOBE,IMO2637672,PA,V615,559,HLCU,HBL,MSCU470063845,CMDU988959322,CAIU1799842,20GP,TANK,GP,FCL,CY/CFS,Yusen Logistics,6728.55
52029100,6003202510000002330858,520291,6,Cotton; garnetted stock waste,MARKS7973,Australia,India,India,5,2025,10,2025-10,2025-10-06,20251018,20251018,export,1,125654453.03,17899.62,kg,KG,COTTON ON FINANCE PTY LTD,[in full dataset],NORTH GEELONG,,www.cottonon.com.au,[in full dataset],Y,VENKATESH YARN,[in full dataset],Thane,,,,Y,COTTON ON FINANCE PTY LTD,[in full dataset],,4441.9,4441.9,Fremantle,Kandla,Thane,1,1,5.55,COSCO UNIVERSE,IMO4470454,PA,V679,883,OOLU,HBL,COSU643116069,YMLU287821419,TCLU9859161,20GP,TANK,GP,FCL,CY/CFS,Yusen Logistics,16229.31
09092200,6003202001000000361873,090922,9,"Spices; coriander seeds, crushed or ground",MARKS4271,Italy,India,India,6,2020,1,2020-01,2020-01-02,20200128,20200128,export,1,1745619.3,873.25,kg,KG,VI.ENERGIA SRL,[in full dataset],VICENZA,,www.vienergia.it,[in full dataset],Y,EMPIRE SPICES AND FOODS LIMITED,[in full dataset],Mumbai,,www.esfl.co.in,[in full dataset],N,VI.ENERGIA SRL,[in full dataset],,19550.5,19550.5,Gioia Tauro,Kolkata,Mumbai,1,1,24.44,HYUNDAI LOYALTY,IMO7041645,SG,V276,856,OOLU,SWB,EGLV904561170,ONEY124689927,FCIU1333559,40HC,REEFER,RF,LCL,CY/CFS,DSV,830.32
68029200,6003202212000000816532,680292,6,"Stone; calcareous (excluding marble, travertine, alabaster) articles thereof, (other than simply cut or sawn, with a flat or even surface)",MARKS6806,Italy,India,India,5,2022,12,2022-12,2022-12-19,20221201,20221201,export,1,3656872.89,4409.89,kg,KG,BUZZI UNICEM SRL,[in full dataset],CASALE MONFERRATO,,www.buzziunicem.it,[in full dataset],N,ANNU ENTERPRISES,[in full dataset],Rewari,,,,Y,BUZZI UNICEM SRL,[in full dataset],,15244,15244,Gioia Tauro,"Nhava Sheva (JNPT), Mumbai",Rewari,1,1,19.06,HMM ALGECIRAS,IMO4755191,LR,V600,316,APLU,MBL,ONEY150473941,HLCU213594279,TGHU8601699,40HC,FLAT RACK,GP,FCL,CY/CFS,Bollore Logistics,3904.13
69051000,6003202312000003329069,690510,5,Ceramic roofing tiles,MARKS6199,China,India,India,9,2023,12,2023-12,2023-12-20,20231215,20231215,export,1,73041148,1894.64,kg,KG,"Guangdong Qianghui Ceramic Co., Ltd.",[in full dataset],Foshan,,,,Y,HIND BRICKS FIELD PATHED,[in full dataset],Saharanpur,,,,Y,"Guangdong Qianghui Ceramic Co., Ltd.",[in full dataset],,20091.8,20091.8,Xiamen,"Mundra, Gujarat",Saharanpur,1,1,25.11,BARZAN,IMO1830025,PA,V900,647,YMLU,SWB,ONEY414860972,HLCU886658680,CAIU6885169,40GP,TANK,GP,FCL,CFS/CFS,Bollore Logistics,1782.79
68091100,6003202210000003202636,680911,8,"Plaster, or plaster compositions; boards, sheets, panels, tiles and similar articles, faced or reinforced with paper or paperboard only, not ornamented",MARKS2647,China,India,India,6,2022,10,2022-10,2022-10-02,20221018,20221018,export,1,47569400,2473.41,kg,KG,"Ningxia Building Materials Group Co.,Ltd.",[in full dataset],Yinchuan,,www.4008874005.com,[in full dataset],Y,SONA ENTERPRISES,[in full dataset],Alappuzha,,,,Y,"Ningxia Building Materials Group Co.,Ltd.",[in full dataset],,13456.5,13456.5,Qingdao,Cochin,Alappuzha,1,1,16.82,HYUNDAI LOYALTY,IMO1448126,PA,V976,350,MAEU,SWB,HLCU742627526,HLCU968443772,TGHU6254304,20GP,DRY,RF,LCL,CY/CY,DSV,2177.61
70181090,6003202406000005884019,701810,7,"Glass; beads, imitation pearls, imitation precious or semi-precious stones and similar glass smallwares",MARKS1567,China,India,India,9,2024,6,2024-06,2024-06-20,20240607,20240607,export,1,173931888,11356.34,kg,KG,"Luzhou Wine Industry Glass Co., Ltd.",[in full dataset],Luzhou,,,,Y,UNIPATH SPECIALTY LABORATORY LIMITED,[in full dataset],Ahmedabad,,www.unipath.in,[in full dataset],Y,"Luzhou Wine Industry Glass Co., Ltd.",[in full dataset],,15472.4,15472.4,Yingkou,"Mundra, Gujarat",Ahmedabad,1,1,19.34,APL MEXICO CITY,IMO2544043,PA,V545,382,HMMU,MBL,MAEU155265187,HLCU243705258,MSCU1398293,40HC,DRY,HC,FCL,CY/CFS,DSV,10474.61
09092190,6003202001000001371708,090921,6,"Spices; coriander seeds, neither crushed nor ground",MARKS1240,Indonesia,India,India,8,2020,1,2020-01,2020-01-12,20200126,20200126,export,1,11075862.44,29055.95,kg,KG,PT DELTA MATE MAJALENGKA,[in full dataset],Kabupaten Majalengka,,,,N,COTHAS COFFEE CO,[in full dataset],Bengaluru Rural,,www.cothas.com,[in full dataset],Y,PT DELTA MATE MAJALENGKA,[in full dataset],,16315.2,16315.2,Belawan,Kandla,Bengaluru Rural,1,1,20.39,OOCL HONG KONG,IMO7480799,MH,V462,613,HLCU,HBL,HLCU682382871,MSCU684235503,FCIU8820019,45HC,DRY,HC,FCL,CY/CFS,Nippon Express,27586.18
08011290,6003201611000007221223,080112,8,"Nuts, edible; coconuts, in the inner shell (endocarp)",MARKS3126,United States,India,India,8,2016,11,2016-11,2016-11-06,20161111,20161111,export,1,34762567,13821.83,kg,KG,"Tyson Foods, Inc.",[in full dataset],Springdale,,www.tysonfoods.com,[in full dataset],Y,BLUEJAY NUTS PRIVATE LIMITED,[in full dataset],Chennai,,www.bluejaynuts.com,[in full dataset],N,"Tyson Foods, Inc.",[in full dataset],,9439.5,9439.5,"Long Beach, CA","Mundra, Gujarat",Chennai,1,1,11.8,HYUNDAI LOYALTY,IMO9907594,MH,V301,205,OOLU,MBL,ONEY531280543,EGLV870669872,TCLU3003363,45HC,TANK,HC,FCL,CY/CY,Bollore Logistics,12548.07
,6003201608000010921260,080521,7,"Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried",MARKS8996,United States,India,India,5,2016,8,2016-08,2016-08-03,20160822,20160822,export,1,99381205,1431.33,kg,KG,The Kraft Heinz Company,[in full dataset],Pittsburgh,,www.kraftheinzcompany.com,[in full dataset],Y,DIAMOND NUTS,[in full dataset],Kollam,,www.bsnl.in,[in full dataset],Y,The Kraft Heinz Company,[in full dataset],,10412,10412,"Houston, TX",Kandla,Kollam,1,1,13.02,MSC OSCAR,IMO8296343,SG,V435,331,ZIMU,MBL,COSU188207390,MAEU488589139,GESU8931019,20GP,DRY,GP,FCL,CFS/CFS,Kuehne + Nagel,1258.74
08106000,6003201608000001647907,081060,6,"Fruit, edible; durians, fresh",MARKS5205,China,India,India,8,2016,8,2016-08,2016-08-15,20160808,20160808,export,1,4106516,9835.27,kg,KG,"Telling Telecommunication Holding Co.,Ltd.",[in full dataset],Beijing,,www.chinatelling.com,[in full dataset],Y,BIKAJI FOODS INTERNATIONAL LIMITED,[in full dataset],Bikaner,,www.bikaji.com.,[in full dataset],Y,"Telling Telecommunication Holding Co.,Ltd.",[in full dataset],,6372.5,6372.5,Xiamen,"Mundra, Gujarat",Bikaner,1,1,7.97,MAERSK MOLLER,IMO3358504,LR,V482,643,ONEY,MBL,MAEU685970668,COSU851588529,MSCU4764509,40HC,DRY,HC,FCL,CFS/CFS,Yusen Logistics,8690.06
44079500,6003201708000006157826,440795,7,"Wood; ash (Fraxinus spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",MARKS6309,China,India,India,6,2017,8,2017-08,2017-08-27,20170826,20170826,export,1,23266218,20330.73,kg,KG,Jilin Xinyu Special Carpenter Machinery Equipment Factory,[in full dataset],Jilin,,,,Y,RADHA KRISHNA FURNITURE & HOME NEEDS,[in full dataset],East Godavari,,,,Y,Jilin Xinyu Special Carpenter Machinery Equipment Factory,[in full dataset],,16595.7,16595.7,Guangzhou,Kolkata,East Godavari,1,1,20.74,MSC OSCAR,IMO2468923,SG,V210,398,YMLU,HBL,MAEU725529537,ONEY928805826,BMOU7420632,40GP,OPEN TOP,HC,LCL,CY/CY,Bollore Logistics,18874.44
09011200,6003202008000001445336,090112,5,"Coffee; decaffeinated, not roasted",MARKS5176,Indonesia,India,India,6,2020,8,2020-08,2020-08-12,20200802,20200802,export,1,12403429.31,12726.72,kg,KG,PT JCO DONUT & COFFEE,[in full dataset],Kota Administrasi Jakarta Utara,,www.jcodonuts.com,[in full dataset],Y,TATA COFFEE LIMITED,[in full dataset],Bengaluru,,www.tatacoffee.com,[in full dataset],N,PT JCO DONUT & COFFEE,[in full dataset],,24717.3,24717.3,Makassar,Tuticorin,Bengaluru,1,1,30.9,APL MEXICO CITY,IMO8588390,SG,V315,747,OOLU,HBL,CMDU721228803,MAEU996621686,BMOU2233525,20GP,OPEN TOP,HC,FCL,CFS/CFS,Expeditors,12092.53
44079300,6003201708000007251549,440793,9,"Wood; maple (Acer spp.), sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, thicker than 6mm",MARKS3281,Malaysia,India,India,8,2017,8,2017-08,2017-08-06,20170822,20170822,export,1,31009113.59,21376.47,kg,KG,DOMINANT ENTERPRISE BERHAD,[in full dataset],Sekudai,,www.dominant.com.my,[in full dataset],Y,VILSONS PARTICLE BOARD INDUSTRIES LIMITED,[in full dataset],Kolhapur,,,,Y,DOMINANT ENTERPRISE BERHAD,[in full dataset],,7172.4,7172.4,Penang,"Mundra, Gujarat",Kolhapur,1,1,8.97,CSCL GLOBE,IMO3359233,LR,V769,465,EGLV,HBL,CMDU590222465,YMLU248753077,CAIU8583465,40GP,TANK,HC,FCL,CY/CY,DB Schenker,19124.3
48193000,6003201806000006430078,481930,5,"Paper and paperboard; sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more",MARKS1917,China,India,India,8,2018,6,2018-06,2018-06-10,20180625,20180625,export,1,49993908,3316.7,kg,KG,"Dongguan Nine Dragons Paper Industries Co.,Ltd.",[in full dataset],Dongguan,,www.ndpaper.com,[in full dataset],Y,ITC LIMITED,[in full dataset],Kolkata,,www.itcportal.com,[in full dataset],Y,"Dongguan Nine Dragons Paper Industries Co.,Ltd.",[in full dataset],,17354.7,17354.7,Shenzhen,Kolkata,Kolkata,1,1,21.69,HYUNDAI LOYALTY,IMO7591602,PA,V944,755,MAEU,HBL,CMDU241039384,HLCU833817493,BMOU2550728,45HC,OPEN TOP,HC,FCL,CY/CFS,DSV,3155.7
68029300,6003202212000001045653,680293,6,"Granite; articles thereof, (other than simply cut or sawn, with a flat or even surface)",MARKS8489,South Korea,India,India,6,2022,12,2022-12,2022-12-01,20221202,20221202,export,1,5298257,243854.3,kg,KG,"IL SHIN STONE CO., LTD.",[in full dataset],Seoul,,www.ilshinstone.co.kr,[in full dataset],N,MAHALAXMI LABOUR SUPPLIERS,[in full dataset],Pune,,,,N,"IL SHIN STONE CO., LTD.",[in full dataset],,8320,8320,Gwangyang,Cochin,Pune,1,1,10.4,APL MEXICO CITY,IMO7926934,MH,V140,658,HLCU,SWB,MAEU168987068,HLCU295106394,TCLU2595225,40GP,TANK,HC,LCL,CY/CFS,Kuehne + Nagel,225147.54
70179020,6003202404000005522009,701790,5,"Glassware; laboratory, hygienic or pharmaceutical, whether or not graduated or calibrated, of glass n.e.c. in heading no. 7017",MARKS6848,China,India,India,5,2024,4,2024-04,2024-04-15,20240409,20240409,export,1,141170363,97390.88,kg,KG,"FUYAO GLASS INDUSTRY GROUP CO., LTD.",[in full dataset],Fuqing,,www.fuyaogroup.com,[in full dataset],Y,PGP GLASS PRIVATE LIMITED,[in full dataset],Mumbai,,www.pgpfirst.com,[in full dataset],Y,"FUYAO GLASS INDUSTRY GROUP CO., LTD.",[in full dataset],,17557,17557,Shanghai,"Mundra, Gujarat",Mumbai,1,1,21.95,EVER ACME,IMO7739652,PA,V704,403,APLU,SWB,CMDU428413801,YMLU521448033,TGHU7618513,40HC,FLAT RACK,HC,FCL,CFS/CFS,Expeditors,90808.15
69022010,6003202310000000546223,690220,9,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods; containing by weight more than 50% of alumina (Al2o3), of silica (SiO2) or of a mixture or compound of these",MARKS1764,Germany,India,India,9,2023,10,2023-10,2023-10-18,20231028,20231028,export,1,3173762.87,17916.93,kg,KG,Lapp Insulators GmbH,[in full dataset],Wunsiedel,,www.lappinsulators.com,[in full dataset],Y,MARATHWADA CERAMIC COMPLEX LIMITED,[in full dataset],Aurangabad,,,,Y,Lapp Insulators GmbH,[in full dataset],,10788,10788,Hamburg,Cochin,Aurangabad,1,1,13.48,OOCL HONG KONG,IMO8056759,LR,V175,359,COSU,HBL,COSU148474596,YMLU681334764,TGHU8952311,20GP,REEFER,RF,FCL,CY/CY,Yusen Logistics,15901.47
07129020,6003202601000001273926,071290,6,"Vegetables; mixtures of vegetables n.e.c. in heading no. 0712, whole, cut, sliced, broken or in powder but not further prepared, dried",MARKS4220,Australia,India,India,6,2026,1,2026-01,2026-01-20,20260108,20260108,export,1,106461162.68,5898.65,kg,KG,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],Adelaide,,www.admgrain.com.au,[in full dataset],Y,DHAKA TRADING COMPANY,[in full dataset],Churu,,,,N,ADM TRADING AUSTRALIA PTY LTD,[in full dataset],,14171.5,14171.5,Sydney,Tuticorin,Churu,1,1,17.71,ONE APUS,IMO5362517,MH,V212,825,MAEU,MBL,YMLU507946706,YMLU140357031,CAIU7441712,40HC,REEFER,HC,LCL,CY/CY,Sinotrans,5557.67
52054120,6003202509000001624960,520541,5,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",MARKS5060,Brazil,India,India,7,2025,9,2025-09,2025-09-17,20250906,20250906,export,1,37469371,24076.77,kg,KG,COTTON STAR INDUSTRIAL LTDA,[in full dataset],BLUMENAU,,,,Y,THE RAJLAKSHMI COTTON MILLS PRIVATE LIMITED,[in full dataset],Kolkata,,www.rcm-organic.com,[in full dataset],Y,COTTON STAR INDUSTRIAL LTDA,[in full dataset],,17506.9,17506.9,Rio Grande,Cochin,Kolkata,1,1,21.88,COSCO UNIVERSE,IMO8821468,PA,V756,71,YMLU,MBL,YMLU661863963,CMDU929645121,CAIU9787691,40HC,OPEN TOP,RF,FCL,CFS/CFS,DSV,22904.62
52092130,6003202506000001693100,520921,8,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 200g/m2",MARKS5654,Australia,India,India,8,2025,6,2025-06,2025-06-09,20250606,20250606,export,1,41833717.34,33123.69,kg,KG,COTTON ON FINANCE PTY LTD,[in full dataset],NORTH GEELONG,,www.cottonon.com.au,[in full dataset],Y,JIYAJEERAO COTTON MILLS LIMITED,[in full dataset],Gwalior,,,,Y,COTTON ON FINANCE PTY LTD,[in full dataset],,10071.7,10071.7,Brisbane,Chennai,Gwalior,1,1,12.59,EVER ACME,IMO2488140,SG,V474,26,CMDU,MBL,COSU675327812,YMLU395073351,GESU4635001,40HC,TANK,HC,FCL,CY/CFS,Bollore Logistics,29368.83
70112000,6003202412000005700528,701120,8,"Glass envelopes (including bulbs and tubes); open, and glass parts thereof, without fittings, for cathode-ray tubes",MARKS5980,China,India,India,9,2024,12,2024-12,2024-12-25,20241217,20241217,export,1,156712359,6827.26,kg,KG,"Hainan Development Holdings Nanhai Co., Ltd.",[in full dataset],Shenzhen,,www.sanxinglass.com,[in full dataset],N,GIA INDIA LABORATORY PRIVATE LIMITED,[in full dataset],Mumbai,,giaindia.in,[in full dataset],Y,"Hainan Development Holdings Nanhai Co., Ltd.",[in full dataset],,10635.8,10635.8,Dalian,Cochin,Mumbai,1,1,13.29,ONE APUS,IMO5208768,LR,V572,890,APLU,MBL,MAEU581521162,HLCU479748476,CAIU3677724,40HC,TANK,GP,FCL,CFS/CFS,DSV,6292.27
52111190,6003202502000000955190,521111,6,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing more than 200g/m2",MARKS5245,Brazil,India,India,8,2025,2,2025-02,2025-02-04,20250218,20250218,export,1,11841520,2034.22,kg,KG,COTTON STAR INDUSTRIAL LTDA,[in full dataset],BLUMENAU,,,,Y,COTTON BLOSSOM INDIAPRIVATE LIMITED,[in full dataset],Tirupur,,www.cotonblossom.org,[in full dataset],Y,COTTON STAR INDUSTRIAL LTDA,[in full dataset],,899.4,899.4,Suape,Kolkata,Tirupur,1,1,1.12,CMA CGM JULES VERNE,IMO9330958,SG,V865,638,ONEY,HBL,CMDU414603996,EGLV408950877,GESU4170824,40HC,FLAT RACK,GP,FCL,CY/CY,Bollore Logistics,1833.54
15043000,6003201505000004552189,150430,5,Fats and oils and their fractions; of marine mammals,MARKS4826,Indonesia,India,India,5,2015,5,2015-05,2015-05-26,20150514,20150514,export,1,305794621,7227.18,kg,KG,PT INNO-WANGSA OILS & FATS,[in full dataset],Kota Medan,,www.inno-wangsa.co.id,[in full dataset],Y,HINDUSTAN VEGETABLE OILS CORPORATION LIMITED,[in full dataset],Bengaluru,,,,Y,PT INNO-WANGSA OILS & FATS,[in full dataset],,16004.5,16004.5,"Tanjung Priok, Jakarta",Kolkata,Bengaluru,1,1,20.01,COSCO UNIVERSE,IMO2524374,LR,V921,490,OOLU,HBL,MSCU166352425,ONEY314288224,CAIU8064467,40HC,TANK,GP,LCL,CY/CY,CEVA Logistics,6591.29
25262000,6003202110000005139259,252620,6,"Steatite; natural, crushed, powdered, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",MARKS4365,Turkiye,India,India,7,2021,10,2021-10,2021-10-23,20211009,20211009,export,1,13412329,6551.07,kg,KG,ANAGOLD MADENCILIK SANAYI VE TICARET ANONIM SIRKETI,[in full dataset],Ankara,,www.alacergold.com,[in full dataset],N,ULTRATECH CEMENT LIMITED,[in full dataset],Mumbai,,www.ultratechcement.com,[in full dataset],Y,ANAGOLD MADENCILIK SANAYI VE TICARET ANONIM SIRKETI,[in full dataset],,2254.8,2254.8,Main Container Port,"Nhava Sheva (JNPT), Mumbai",Mumbai,1,1,2.82,OOCL HONG KONG,IMO5058394,LR,V567,413,MAEU,SWB,COSU622775003,CMDU789926800,FCIU7938770,40GP,DRY,HC,FCL,CY/CY,DSV,5700.53
15200000,6003201502000004497608,152000,8,"Glycerol, crude; glycerol waters and glycerol lyes",MARKS6449,Indonesia,India,India,6,2015,2,2015-02,2015-02-16,20150222,20150222,export,1,289437478,71759.96,kg,KG,PT INNO-WANGSA OILS & FATS,[in full dataset],Kota Medan,,www.inno-wangsa.co.id,[in full dataset],Y,SRI SARDA VEGETABLE OILS PRIVATE LIMITED,[in full dataset],Ballari,,,,Y,PT INNO-WANGSA OILS & FATS,[in full dataset],,12259.6,12259.6,"Tanjung Perak, Surabaya",Kandla,Ballari,1,1,15.32,ONE APUS,IMO8658225,LR,V644,442,COSU,MBL,CMDU530587266,EGLV718007434,MSCU4267523,20GP,FLAT RACK,RF,FCL,CY/CY,Yusen Logistics,64151.4
